timestamp, system, entity , value (°c)
1625581206.609, lauv-roald, Power Supply, 26.500
1625581206.729, lauv-roald, Oxygen Sensor, 16.550
1625581206.753, lauv-roald, Power Supply, 26.000
1625581206.754, lauv-roald, DVL, 16.708
1625581206.952, lauv-roald, Mainboard (Core), 48.875
1625581206.952, lauv-roald, Mainboard (SuperIO), 42.500
1625581206.952, lauv-roald, Mainboard (Board), 40.250
1625581206.953, lauv-roald, DVL, 16.700
1625581206.954, lauv-roald, Power Supply, 26.500
1625581207.048, lauv-roald, SmartX, 16.514
1625581207.153, lauv-roald, Power Supply, 26.500
1625581207.352, lauv-roald, DVL, 16.681
1625581207.354, lauv-roald, Power Supply, 26.500
1625581207.547, lauv-roald, SmartX, 16.563
1625581207.553, lauv-roald, DVL, 16.684
1625581207.640, lauv-roald, Power Supply, 26.500
1625581207.646, lauv-roald, Power Supply, 26.500
1625581207.729, lauv-roald, Oxygen Sensor, 16.530
1625581207.755, lauv-roald, DVL, 16.675
1625581207.853, lauv-roald, Power Supply, 26.500
1625581207.952, lauv-roald, Mainboard (Core), 48.875
1625581207.952, lauv-roald, Mainboard (SuperIO), 42.500
1625581207.952, lauv-roald, Mainboard (Board), 40.250
1625581208.047, lauv-roald, SmartX, 16.551
1625581208.054, lauv-roald, Power Supply, 26.500
1625581208.112, lauv-roald, Motor Controller (MCU), 29.000
1625581208.112, lauv-roald, Motor Controller (Bridge), 34.000
1625581208.112, lauv-roald, Motor, 37.000
1625581208.152, lauv-roald, DVL, 16.667
1625581208.254, lauv-roald, Power Supply, 26.500
1625581208.350, lauv-roald, DVL, 16.667
1625581208.454, lauv-roald, Power Supply, 26.500
1625581208.547, lauv-roald, SmartX, 16.536
1625581208.552, lauv-roald, DVL, 16.672
1625581208.655, lauv-roald, Power Supply, 26.500
1625581208.680, lauv-roald, Power Supply, 26.500
1625581208.689, lauv-roald, Power Supply, 26.500
1625581208.729, lauv-roald, Oxygen Sensor, 16.557
1625581208.952, lauv-roald, Mainboard (Core), 48.812
1625581208.952, lauv-roald, Mainboard (SuperIO), 42.625
1625581208.952, lauv-roald, Mainboard (Board), 40.312
1625581208.953, lauv-roald, DVL, 16.673
1625581209.047, lauv-roald, SmartX, 16.527
1625581209.154, lauv-roald, DVL, 16.673
1625581209.155, lauv-roald, Power Supply, 26.500
1625581209.354, lauv-roald, DVL, 16.672
1625581209.355, lauv-roald, Power Supply, 26.000
1625581209.547, lauv-roald, SmartX, 16.511
1625581209.556, lauv-roald, Power Supply, 26.500
1625581209.727, lauv-roald, Power Supply, 26.500
1625581209.729, lauv-roald, Oxygen Sensor, 16.544
1625581209.753, lauv-roald, DVL, 16.666
1625581209.757, lauv-roald, Power Supply, 26.500
1625581209.952, lauv-roald, Mainboard (Core), 48.812
1625581209.952, lauv-roald, Mainboard (SuperIO), 42.625
1625581209.952, lauv-roald, Mainboard (Board), 40.312
1625581209.953, lauv-roald, DVL, 16.668
1625581209.957, lauv-roald, Power Supply, 26.500
1625581210.047, lauv-roald, SmartX, 16.477
1625581210.112, lauv-roald, Motor Controller (MCU), 29.000
1625581210.112, lauv-roald, Motor Controller (Bridge), 34.000
1625581210.112, lauv-roald, Motor, 37.000
1625581210.149, lauv-roald, DVL, 16.666
1625581210.457, lauv-roald, Power Supply, 26.500
1625581210.547, lauv-roald, SmartX, 16.420
1625581210.554, lauv-roald, DVL, 16.661
1625581210.656, lauv-roald, Power Supply, 26.500
1625581210.729, lauv-roald, Oxygen Sensor, 16.523
1625581210.749, lauv-roald, DVL, 16.658
1625581210.761, lauv-roald, Power Supply, 26.500
1625581210.769, lauv-roald, Power Supply, 26.500
1625581210.857, lauv-roald, Power Supply, 26.500
1625581210.952, lauv-roald, Mainboard (Core), 49.062
1625581210.952, lauv-roald, Mainboard (SuperIO), 42.562
1625581210.952, lauv-roald, Mainboard (Board), 40.187
1625581210.955, lauv-roald, DVL, 16.656
1625581211.047, lauv-roald, SmartX, 16.442
1625581211.060, lauv-roald, Power Supply, 26.000
1625581211.256, lauv-roald, Power Supply, 26.500
1625581211.351, lauv-roald, DVL, 16.635
1625581211.547, lauv-roald, SmartX, 16.427
1625581211.553, lauv-roald, DVL, 16.627
1625581211.729, lauv-roald, Oxygen Sensor, 16.464
1625581211.755, lauv-roald, DVL, 16.617
1625581211.758, lauv-roald, Power Supply, 26.500
1625581211.793, lauv-roald, Power Supply, 26.500
1625581211.799, lauv-roald, Power Supply, 26.500
1625581211.952, lauv-roald, Mainboard (Core), 49.062
1625581211.952, lauv-roald, Mainboard (SuperIO), 42.562
1625581211.952, lauv-roald, Mainboard (Board), 40.187
1625581211.958, lauv-roald, Power Supply, 26.500
1625581212.047, lauv-roald, SmartX, 16.444
1625581212.112, lauv-roald, Motor Controller (MCU), 29.000
1625581212.112, lauv-roald, Motor Controller (Bridge), 34.000
1625581212.112, lauv-roald, Motor, 37.000
1625581212.154, lauv-roald, DVL, 16.606
1625581212.158, lauv-roald, Power Supply, 26.500
1625581212.354, lauv-roald, DVL, 16.604
1625581212.358, lauv-roald, Power Supply, 26.500
1625581212.547, lauv-roald, SmartX, 16.436
1625581212.555, lauv-roald, DVL, 16.598
1625581212.558, lauv-roald, Power Supply, 26.500
1625581212.729, lauv-roald, Oxygen Sensor, 16.452
1625581212.824, lauv-roald, Power Supply, 26.500
1625581212.832, lauv-roald, Power Supply, 26.500
1625581212.952, lauv-roald, Mainboard (Core), 49.375
1625581212.952, lauv-roald, Mainboard (SuperIO), 42.625
1625581212.952, lauv-roald, Mainboard (Board), 40.187
1625581212.954, lauv-roald, DVL, 16.597
1625581213.047, lauv-roald, SmartX, 16.425
1625581213.059, lauv-roald, Power Supply, 26.500
1625581213.153, lauv-roald, DVL, 16.592
1625581213.259, lauv-roald, Power Supply, 26.500
1625581213.362, lauv-roald, DVL, 16.592
1625581213.459, lauv-roald, Power Supply, 26.500
1625581213.547, lauv-roald, SmartX, 16.422
1625581213.658, lauv-roald, Power Supply, 26.500
1625581213.729, lauv-roald, Oxygen Sensor, 16.451
1625581213.753, lauv-roald, DVL, 16.583
1625581213.860, lauv-roald, Power Supply, 26.500
1625581213.867, lauv-roald, Power Supply, 26.500
1625581213.952, lauv-roald, Mainboard (Core), 49.375
1625581213.952, lauv-roald, Mainboard (SuperIO), 42.625
1625581213.952, lauv-roald, Mainboard (Board), 40.187
1625581213.953, lauv-roald, DVL, 16.583
1625581214.047, lauv-roald, SmartX, 16.426
1625581214.153, lauv-roald, DVL, 16.579
1625581214.213, lauv-roald, Motor Controller (MCU), 29.000
1625581214.213, lauv-roald, Motor Controller (Bridge), 34.000
1625581214.213, lauv-roald, Motor, 37.000
1625581214.360, lauv-roald, Power Supply, 26.500
1625581214.547, lauv-roald, SmartX, 16.412
1625581214.555, lauv-roald, DVL, 16.573
1625581214.559, lauv-roald, Power Supply, 26.500
1625581214.729, lauv-roald, Oxygen Sensor, 16.444
1625581214.753, lauv-roald, DVL, 16.572
1625581214.760, lauv-roald, Power Supply, 26.500
1625581214.885, lauv-roald, Power Supply, 26.500
1625581214.891, lauv-roald, Power Supply, 26.500
1625581214.952, lauv-roald, Mainboard (Core), 48.875
1625581214.952, lauv-roald, Mainboard (SuperIO), 42.625
1625581214.952, lauv-roald, Mainboard (Board), 40.312
1625581214.953, lauv-roald, DVL, 16.574
1625581214.960, lauv-roald, Power Supply, 26.000
1625581215.047, lauv-roald, SmartX, 16.395
1625581215.160, lauv-roald, Power Supply, 26.000
1625581215.354, lauv-roald, DVL, 16.569
1625581215.546, lauv-roald, SmartX, 16.400
1625581215.557, lauv-roald, DVL, 16.564
1625581215.661, lauv-roald, Power Supply, 26.500
1625581215.729, lauv-roald, Oxygen Sensor, 16.431
1625581215.754, lauv-roald, DVL, 16.565
1625581215.860, lauv-roald, Power Supply, 26.500
1625581215.924, lauv-roald, Power Supply, 26.500
1625581215.930, lauv-roald, Power Supply, 26.500
1625581215.952, lauv-roald, Mainboard (Core), 48.875
1625581215.952, lauv-roald, Mainboard (SuperIO), 42.625
1625581215.952, lauv-roald, Mainboard (Board), 40.312
1625581216.046, lauv-roald, SmartX, 16.399
1625581216.060, lauv-roald, Power Supply, 26.000
1625581216.152, lauv-roald, DVL, 16.552
1625581216.261, lauv-roald, Power Supply, 26.500
1625581216.312, lauv-roald, Motor Controller (MCU), 29.000
1625581216.312, lauv-roald, Motor Controller (Bridge), 34.000
1625581216.312, lauv-roald, Motor, 37.000
1625581216.353, lauv-roald, DVL, 16.554
1625581216.461, lauv-roald, Power Supply, 26.500
1625581216.546, lauv-roald, SmartX, 16.370
1625581216.555, lauv-roald, DVL, 16.549
1625581216.729, lauv-roald, Oxygen Sensor, 16.416
1625581216.952, lauv-roald, Mainboard (Core), 48.750
1625581216.952, lauv-roald, Mainboard (SuperIO), 42.500
1625581216.953, lauv-roald, DVL, 16.545
1625581216.952, lauv-roald, Mainboard (Board), 40.187
1625581216.964, lauv-roald, Power Supply, 26.500
1625581216.969, lauv-roald, Power Supply, 26.500
1625581216.976, lauv-roald, Power Supply, 26.500
1625581217.046, lauv-roald, SmartX, 16.384
1625581217.153, lauv-roald, DVL, 16.542
1625581217.162, lauv-roald, Power Supply, 26.000
1625581217.354, lauv-roald, DVL, 16.540
1625581217.363, lauv-roald, Power Supply, 26.500
1625581217.546, lauv-roald, SmartX, 16.389
1625581217.561, lauv-roald, Power Supply, 26.500
1625581217.729, lauv-roald, Oxygen Sensor, 16.397
1625581217.756, lauv-roald, DVL, 16.529
1625581217.762, lauv-roald, Power Supply, 26.500
1625581217.951, lauv-roald, DVL, 16.529
1625581217.952, lauv-roald, Mainboard (Core), 48.750
1625581217.952, lauv-roald, Mainboard (SuperIO), 42.500
1625581217.952, lauv-roald, Mainboard (Board), 40.187
1625581218.003, lauv-roald, Power Supply, 26.500
1625581218.010, lauv-roald, Power Supply, 26.500
1625581218.046, lauv-roald, SmartX, 16.410
1625581218.154, lauv-roald, DVL, 16.521
1625581218.262, lauv-roald, Power Supply, 26.500
1625581218.312, lauv-roald, Motor Controller (MCU), 29.000
1625581218.312, lauv-roald, Motor Controller (Bridge), 34.000
1625581218.312, lauv-roald, Motor, 37.000
1625581218.463, lauv-roald, Power Supply, 26.500
1625581218.546, lauv-roald, SmartX, 16.393
1625581218.553, lauv-roald, DVL, 16.522
1625581218.663, lauv-roald, Power Supply, 26.500
1625581218.729, lauv-roald, Oxygen Sensor, 16.400
1625581218.753, lauv-roald, DVL, 16.519
1625581218.862, lauv-roald, Power Supply, 26.500
1625581218.951, lauv-roald, DVL, 16.522
1625581218.952, lauv-roald, Mainboard (Core), 48.875
1625581218.952, lauv-roald, Mainboard (SuperIO), 42.562
1625581218.952, lauv-roald, Mainboard (Board), 40.312
1625581219.035, lauv-roald, Power Supply, 26.500
1625581219.046, lauv-roald, SmartX, 16.369
1625581219.064, lauv-roald, Power Supply, 26.500
1625581219.350, lauv-roald, DVL, 16.523
1625581219.546, lauv-roald, SmartX, 16.330
1625581219.552, lauv-roald, DVL, 16.517
1625581219.564, lauv-roald, Power Supply, 26.500
1625581219.729, lauv-roald, Oxygen Sensor, 16.393
1625581219.753, lauv-roald, DVL, 16.516
1625581219.763, lauv-roald, Power Supply, 26.000
1625581219.952, lauv-roald, Mainboard (Core), 48.875
1625581219.952, lauv-roald, Mainboard (SuperIO), 42.562
1625581219.952, lauv-roald, Mainboard (Board), 40.312
1625581219.963, lauv-roald, Power Supply, 26.500
1625581220.046, lauv-roald, SmartX, 16.317
1625581220.069, lauv-roald, Power Supply, 26.500
1625581220.077, lauv-roald, Power Supply, 26.500
1625581220.153, lauv-roald, DVL, 16.503
1625581220.163, lauv-roald, Power Supply, 26.000
1625581220.354, lauv-roald, DVL, 16.502
1625581220.364, lauv-roald, Power Supply, 26.000
1625581220.412, lauv-roald, Motor Controller (MCU), 29.000
1625581220.412, lauv-roald, Motor Controller (Bridge), 34.000
1625581220.412, lauv-roald, Motor, 37.000
1625581220.546, lauv-roald, SmartX, 16.317
1625581220.554, lauv-roald, DVL, 16.498
1625581220.729, lauv-roald, Oxygen Sensor, 16.351
1625581220.864, lauv-roald, Power Supply, 26.500
1625581220.949, lauv-roald, DVL, 16.485
1625581220.952, lauv-roald, Mainboard (Core), 48.937
1625581220.952, lauv-roald, Mainboard (SuperIO), 42.562
1625581220.952, lauv-roald, Mainboard (Board), 40.312
1625581221.046, lauv-roald, SmartX, 16.347
1625581221.063, lauv-roald, Power Supply, 26.000
1625581221.100, lauv-roald, Power Supply, 26.500
1625581221.106, lauv-roald, Power Supply, 26.500
1625581221.152, lauv-roald, DVL, 16.480
1625581221.265, lauv-roald, Power Supply, 26.500
1625581221.348, lauv-roald, DVL, 16.472
1625581221.465, lauv-roald, Power Supply, 26.500
1625581221.546, lauv-roald, SmartX, 16.370
1625581221.665, lauv-roald, Power Supply, 26.500
1625581221.729, lauv-roald, Oxygen Sensor, 16.334
1625581221.754, lauv-roald, DVL, 16.466
1625581221.952, lauv-roald, Mainboard (Core), 48.937
1625581221.952, lauv-roald, Mainboard (SuperIO), 42.562
1625581221.952, lauv-roald, Mainboard (Board), 40.312
1625581221.955, lauv-roald, DVL, 16.466
1625581222.046, lauv-roald, SmartX, 16.449
1625581222.129, lauv-roald, Power Supply, 26.500
1625581222.139, lauv-roald, Power Supply, 26.500
1625581222.151, lauv-roald, DVL, 16.463
1625581222.169, lauv-roald, Power Supply, 26.500
1625581222.365, lauv-roald, Power Supply, 26.500
1625581222.512, lauv-roald, Motor Controller (MCU), 29.000
1625581222.512, lauv-roald, Motor Controller (Bridge), 34.000
1625581222.512, lauv-roald, Motor, 37.000
1625581222.546, lauv-roald, SmartX, 16.511
1625581222.554, lauv-roald, DVL, 16.474
1625581222.564, lauv-roald, Power Supply, 26.500
1625581222.729, lauv-roald, Oxygen Sensor, 16.375
1625581222.754, lauv-roald, DVL, 16.480
1625581222.766, lauv-roald, Power Supply, 26.500
1625581222.949, lauv-roald, DVL, 16.485
1625581222.952, lauv-roald, Mainboard (Core), 48.687
1625581222.952, lauv-roald, Mainboard (SuperIO), 42.625
1625581222.952, lauv-roald, Mainboard (Board), 40.312
1625581222.966, lauv-roald, Power Supply, 26.500
1625581223.046, lauv-roald, SmartX, 16.487
1625581223.160, lauv-roald, Power Supply, 26.500
1625581223.167, lauv-roald, Power Supply, 26.500
1625581223.354, lauv-roald, DVL, 16.508
1625581223.465, lauv-roald, Power Supply, 26.500
1625581223.546, lauv-roald, SmartX, 16.466
1625581223.551, lauv-roald, DVL, 16.524
1625581223.665, lauv-roald, Power Supply, 26.000
1625581223.729, lauv-roald, Oxygen Sensor, 16.479
1625581223.755, lauv-roald, DVL, 16.531
1625581223.866, lauv-roald, Power Supply, 26.500
1625581223.952, lauv-roald, Mainboard (Core), 48.687
1625581223.952, lauv-roald, Mainboard (SuperIO), 42.625
1625581223.952, lauv-roald, Mainboard (Board), 40.312
1625581224.046, lauv-roald, SmartX, 16.451
1625581224.066, lauv-roald, Power Supply, 26.500
1625581224.153, lauv-roald, DVL, 16.546
1625581224.192, lauv-roald, Power Supply, 26.500
1625581224.200, lauv-roald, Power Supply, 26.500
1625581224.266, lauv-roald, Power Supply, 26.000
1625581224.353, lauv-roald, DVL, 16.557
1625581224.546, lauv-roald, SmartX, 16.452
1625581224.555, lauv-roald, DVL, 16.556
1625581224.612, lauv-roald, Motor Controller (MCU), 29.000
1625581224.612, lauv-roald, Motor Controller (Bridge), 34.000
1625581224.612, lauv-roald, Motor, 37.000
1625581224.729, lauv-roald, Oxygen Sensor, 16.458
1625581224.767, lauv-roald, Power Supply, 26.000
1625581224.952, lauv-roald, Mainboard (Core), 48.375
1625581224.952, lauv-roald, Mainboard (SuperIO), 42.625
1625581224.952, lauv-roald, Mainboard (Board), 40.312
1625581224.955, lauv-roald, DVL, 16.562
1625581224.967, lauv-roald, Power Supply, 26.000
1625581225.046, lauv-roald, SmartX, 16.474
1625581225.154, lauv-roald, DVL, 16.554
1625581225.167, lauv-roald, Power Supply, 26.500
1625581225.225, lauv-roald, Power Supply, 26.500
1625581225.234, lauv-roald, Power Supply, 26.500
1625581225.354, lauv-roald, DVL, 16.558
1625581225.368, lauv-roald, Power Supply, 26.000
1625581225.546, lauv-roald, SmartX, 16.522
1625581225.570, lauv-roald, Power Supply, 26.500
1625581225.729, lauv-roald, Oxygen Sensor, 16.449
1625581225.753, lauv-roald, DVL, 16.561
1625581225.952, lauv-roald, Mainboard (Core), 48.375
1625581225.952, lauv-roald, Mainboard (SuperIO), 42.625
1625581225.952, lauv-roald, Mainboard (Board), 40.312
1625581225.954, lauv-roald, DVL, 16.562
1625581226.046, lauv-roald, SmartX, 16.587
1625581226.070, lauv-roald, Power Supply, 26.500
1625581226.154, lauv-roald, DVL, 16.558
1625581226.269, lauv-roald, Power Supply, 26.500
1625581226.277, lauv-roald, Power Supply, 26.500
1625581226.467, lauv-roald, Power Supply, 26.500
1625581226.546, lauv-roald, SmartX, 16.612
1625581226.549, lauv-roald, DVL, 16.581
1625581226.612, lauv-roald, Motor Controller (MCU), 29.000
1625581226.612, lauv-roald, Motor Controller (Bridge), 34.000
1625581226.612, lauv-roald, Motor, 37.000
1625581226.668, lauv-roald, Power Supply, 26.500
1625581226.729, lauv-roald, Oxygen Sensor, 16.506
1625581226.751, lauv-roald, DVL, 16.588
1625581226.868, lauv-roald, Power Supply, 26.500
1625581226.952, lauv-roald, Mainboard (Core), 48.812
1625581226.952, lauv-roald, Mainboard (SuperIO), 42.625
1625581226.952, lauv-roald, Mainboard (Board), 40.250
1625581226.953, lauv-roald, DVL, 16.599
1625581227.046, lauv-roald, SmartX, 16.598
1625581227.298, lauv-roald, Power Supply, 26.500
1625581227.306, lauv-roald, Power Supply, 26.500
1625581227.356, lauv-roald, DVL, 16.624
1625581227.367, lauv-roald, Power Supply, 26.000
1625581227.546, lauv-roald, SmartX, 16.601
1625581227.552, lauv-roald, DVL, 16.640
1625581227.570, lauv-roald, Power Supply, 26.000
1625581227.729, lauv-roald, Oxygen Sensor, 16.574
1625581227.751, lauv-roald, DVL, 16.653
1625581227.767, lauv-roald, Power Supply, 26.500
1625581227.952, lauv-roald, Mainboard (Core), 48.812
1625581227.952, lauv-roald, Mainboard (SuperIO), 42.625
1625581227.952, lauv-roald, Mainboard (Board), 40.250
1625581227.970, lauv-roald, Power Supply, 26.500
1625581228.046, lauv-roald, SmartX, 16.630
1625581228.151, lauv-roald, DVL, 16.671
1625581228.170, lauv-roald, Power Supply, 26.500
1625581228.330, lauv-roald, Power Supply, 26.500
1625581228.338, lauv-roald, Power Supply, 26.500
1625581228.353, lauv-roald, DVL, 16.681
1625581228.546, lauv-roald, SmartX, 16.616
1625581228.557, lauv-roald, DVL, 16.689
1625581228.670, lauv-roald, Power Supply, 26.500
1625581228.713, lauv-roald, Motor Controller (MCU), 29.000
1625581228.713, lauv-roald, Motor Controller (Bridge), 34.000
1625581228.713, lauv-roald, Motor, 37.000
1625581228.728, lauv-roald, Oxygen Sensor, 16.599
1625581228.868, lauv-roald, Power Supply, 26.500
1625581228.952, lauv-roald, Mainboard (Core), 48.875
1625581228.952, lauv-roald, Mainboard (SuperIO), 42.500
1625581228.952, lauv-roald, Mainboard (Board), 40.187
1625581228.953, lauv-roald, DVL, 16.702
