timestamp, system, entity , value (m)
1625582475.962, lauv-roald, SmartX, 1.194
1625582476.159, lauv-roald, DVL, 0.944
1625582476.360, lauv-roald, DVL, 0.945
1625582476.462, lauv-roald, SmartX, 1.174
1625582476.559, lauv-roald, DVL, 0.946
1625582476.959, lauv-roald, DVL, 0.927
1625582476.962, lauv-roald, SmartX, 1.124
1625582477.157, lauv-roald, DVL, 0.908
1625582477.360, lauv-roald, DVL, 0.894
1625582477.461, lauv-roald, SmartX, 1.074
1625582477.758, lauv-roald, DVL, 0.831
1625582477.959, lauv-roald, DVL, 0.812
1625582477.962, lauv-roald, SmartX, 1.005
1625582478.160, lauv-roald, DVL, 0.793
1625582478.461, lauv-roald, SmartX, 0.935
1625582478.560, lauv-roald, DVL, 0.725
1625582478.759, lauv-roald, DVL, 0.706
1625582478.957, lauv-roald, DVL, 0.684
1625582478.961, lauv-roald, SmartX, 0.895
1625582479.360, lauv-roald, DVL, 0.632
1625582479.461, lauv-roald, SmartX, 0.836
1625582479.558, lauv-roald, DVL, 0.600
1625582479.760, lauv-roald, DVL, 0.585
1625582479.961, lauv-roald, SmartX, 0.776
1625582480.158, lauv-roald, DVL, 0.554
1625582480.357, lauv-roald, DVL, 0.529
1625582480.461, lauv-roald, SmartX, 0.756
1625582480.559, lauv-roald, DVL, 0.523
1625582480.958, lauv-roald, DVL, 0.502
1625582480.961, lauv-roald, SmartX, 0.756
1625582481.157, lauv-roald, DVL, 0.509
1625582481.360, lauv-roald, DVL, 0.506
1625582481.461, lauv-roald, SmartX, 0.756
1625582481.758, lauv-roald, DVL, 0.499
1625582481.956, lauv-roald, DVL, 0.512
1625582481.961, lauv-roald, SmartX, 0.776
1625582482.158, lauv-roald, DVL, 0.521
1625582482.461, lauv-roald, SmartX, 0.776
1625582482.557, lauv-roald, DVL, 0.517
1625582482.761, lauv-roald, DVL, 0.523
1625582482.960, lauv-roald, DVL, 0.518
1625582482.961, lauv-roald, SmartX, 0.776
1625582483.360, lauv-roald, DVL, 0.519
1625582483.461, lauv-roald, SmartX, 0.746
1625582483.560, lauv-roald, DVL, 0.517
1625582483.762, lauv-roald, DVL, 0.507
1625582483.961, lauv-roald, SmartX, 0.736
1625582484.158, lauv-roald, DVL, 0.493
1625582484.356, lauv-roald, DVL, 0.489
1625582484.461, lauv-roald, SmartX, 0.716
1625582484.556, lauv-roald, DVL, 0.485
1625582484.961, lauv-roald, SmartX, 0.706
1625582484.962, lauv-roald, DVL, 0.470
1625582485.160, lauv-roald, DVL, 0.460
1625582485.357, lauv-roald, DVL, 0.454
1625582485.461, lauv-roald, SmartX, 0.686
1625582485.761, lauv-roald, DVL, 0.448
1625582485.959, lauv-roald, DVL, 0.447
1625582485.961, lauv-roald, SmartX, 0.686
1625582486.158, lauv-roald, DVL, 0.435
1625582486.461, lauv-roald, SmartX, 0.686
1625582486.557, lauv-roald, DVL, 0.438
1625582486.760, lauv-roald, DVL, 0.441
1625582486.958, lauv-roald, DVL, 0.452
1625582486.961, lauv-roald, SmartX, 0.726
1625582487.356, lauv-roald, DVL, 0.472
1625582487.461, lauv-roald, SmartX, 0.746
1625582487.557, lauv-roald, DVL, 0.479
1625582487.755, lauv-roald, DVL, 0.482
1625582487.961, lauv-roald, SmartX, 0.786
1625582488.160, lauv-roald, DVL, 0.514
1625582488.357, lauv-roald, DVL, 0.517
1625582488.461, lauv-roald, SmartX, 0.786
1625582488.559, lauv-roald, DVL, 0.521
1625582488.958, lauv-roald, DVL, 0.544
1625582488.961, lauv-roald, SmartX, 0.786
1625582489.160, lauv-roald, DVL, 0.538
1625582489.360, lauv-roald, DVL, 0.536
1625582489.461, lauv-roald, SmartX, 0.776
1625582489.760, lauv-roald, DVL, 0.526
1625582489.961, lauv-roald, SmartX, 0.756
1625582489.961, lauv-roald, DVL, 0.519
1625582490.158, lauv-roald, DVL, 0.518
1625582490.461, lauv-roald, SmartX, 0.756
1625582490.562, lauv-roald, DVL, 0.514
1625582490.755, lauv-roald, DVL, 0.506
1625582490.956, lauv-roald, DVL, 0.497
1625582490.961, lauv-roald, SmartX, 0.756
1625582491.353, lauv-roald, DVL, 0.502
1625582491.461, lauv-roald, SmartX, 0.756
1625582491.560, lauv-roald, DVL, 0.504
1625582491.758, lauv-roald, DVL, 0.503
1625582491.961, lauv-roald, SmartX, 0.736
1625582492.155, lauv-roald, DVL, 0.491
1625582492.357, lauv-roald, DVL, 0.488
1625582492.461, lauv-roald, SmartX, 0.726
1625582492.558, lauv-roald, DVL, 0.484
1625582492.961, lauv-roald, SmartX, 0.696
1625582492.961, lauv-roald, DVL, 0.473
1625582493.158, lauv-roald, DVL, 0.456
1625582493.360, lauv-roald, DVL, 0.451
1625582493.460, lauv-roald, SmartX, 0.686
1625582493.756, lauv-roald, DVL, 0.435
1625582493.956, lauv-roald, DVL, 0.423
1625582493.960, lauv-roald, SmartX, 0.647
1625582494.161, lauv-roald, DVL, 0.411
1625582494.460, lauv-roald, SmartX, 0.647
1625582494.561, lauv-roald, DVL, 0.398
1625582494.756, lauv-roald, DVL, 0.403
1625582494.959, lauv-roald, DVL, 0.405
1625582494.960, lauv-roald, SmartX, 0.667
1625582495.357, lauv-roald, DVL, 0.417
1625582495.460, lauv-roald, SmartX, 0.706
1625582495.557, lauv-roald, DVL, 0.423
1625582495.757, lauv-roald, DVL, 0.435
1625582495.960, lauv-roald, SmartX, 0.736
1625582496.156, lauv-roald, DVL, 0.456
1625582496.356, lauv-roald, DVL, 0.465
1625582496.460, lauv-roald, SmartX, 0.776
1625582496.555, lauv-roald, DVL, 0.470
1625582496.956, lauv-roald, DVL, 0.495
1625582496.960, lauv-roald, SmartX, 0.776
1625582497.157, lauv-roald, DVL, 0.516
1625582497.358, lauv-roald, DVL, 0.528
1625582497.460, lauv-roald, SmartX, 0.796
1625582497.762, lauv-roald, DVL, 0.543
1625582497.960, lauv-roald, SmartX, 0.796
1625582497.962, lauv-roald, DVL, 0.550
1625582498.159, lauv-roald, DVL, 0.556
1625582498.460, lauv-roald, SmartX, 0.806
1625582498.559, lauv-roald, DVL, 0.560
1625582498.753, lauv-roald, DVL, 0.569
1625582498.955, lauv-roald, DVL, 0.565
1625582498.960, lauv-roald, SmartX, 0.826
1625582499.355, lauv-roald, DVL, 0.583
1625582499.460, lauv-roald, SmartX, 0.826
1625582499.557, lauv-roald, DVL, 0.580
1625582499.757, lauv-roald, DVL, 0.570
1625582499.960, lauv-roald, SmartX, 0.796
1625582500.160, lauv-roald, DVL, 0.549
1625582500.361, lauv-roald, DVL, 0.543
1625582500.460, lauv-roald, SmartX, 0.746
1625582500.559, lauv-roald, DVL, 0.525
1625582500.958, lauv-roald, DVL, 0.496
1625582500.960, lauv-roald, SmartX, 0.686
1625582501.161, lauv-roald, DVL, 0.471
1625582501.360, lauv-roald, DVL, 0.450
1625582501.460, lauv-roald, SmartX, 0.676
1625582501.760, lauv-roald, DVL, 0.445
1625582501.959, lauv-roald, DVL, 0.434
1625582501.960, lauv-roald, SmartX, 0.696
1625582502.158, lauv-roald, DVL, 0.452
1625582502.460, lauv-roald, SmartX, 0.706
1625582502.557, lauv-roald, DVL, 0.461
1625582502.757, lauv-roald, DVL, 0.461
1625582502.958, lauv-roald, DVL, 0.460
1625582502.960, lauv-roald, SmartX, 0.726
1625582503.361, lauv-roald, DVL, 0.477
1625582503.460, lauv-roald, SmartX, 0.746
1625582503.558, lauv-roald, DVL, 0.490
1625582503.760, lauv-roald, DVL, 0.488
1625582503.960, lauv-roald, SmartX, 0.756
1625582504.159, lauv-roald, DVL, 0.507
1625582504.358, lauv-roald, DVL, 0.507
1625582504.460, lauv-roald, SmartX, 0.746
1625582504.559, lauv-roald, DVL, 0.517
1625582504.957, lauv-roald, DVL, 0.516
1625582504.960, lauv-roald, SmartX, 0.746
1625582505.160, lauv-roald, DVL, 0.521
1625582505.360, lauv-roald, DVL, 0.520
1625582505.460, lauv-roald, SmartX, 0.776
1625582505.757, lauv-roald, DVL, 0.519
1625582505.956, lauv-roald, DVL, 0.513
1625582505.960, lauv-roald, SmartX, 0.776
1625582506.153, lauv-roald, DVL, 0.519
1625582506.461, lauv-roald, SmartX, 0.776
1625582506.557, lauv-roald, DVL, 0.529
1625582506.760, lauv-roald, DVL, 0.525
1625582506.960, lauv-roald, SmartX, 0.786
1625582506.960, lauv-roald, DVL, 0.531
1625582507.361, lauv-roald, DVL, 0.516
1625582507.460, lauv-roald, SmartX, 0.756
1625582507.557, lauv-roald, DVL, 0.521
1625582507.758, lauv-roald, DVL, 0.521
1625582507.960, lauv-roald, SmartX, 0.726
1625582508.157, lauv-roald, DVL, 0.489
1625582508.357, lauv-roald, DVL, 0.475
1625582508.460, lauv-roald, SmartX, 0.706
1625582508.555, lauv-roald, DVL, 0.472
1625582508.960, lauv-roald, DVL, 0.456
1625582508.962, lauv-roald, SmartX, 0.667
1625582509.157, lauv-roald, DVL, 0.445
1625582509.357, lauv-roald, DVL, 0.441
1625582509.459, lauv-roald, SmartX, 0.676
1625582509.757, lauv-roald, DVL, 0.442
1625582509.956, lauv-roald, DVL, 0.435
1625582509.959, lauv-roald, SmartX, 0.686
1625582510.161, lauv-roald, DVL, 0.434
1625582510.459, lauv-roald, SmartX, 0.706
1625582510.554, lauv-roald, DVL, 0.447
1625582510.756, lauv-roald, DVL, 0.447
1625582510.959, lauv-roald, SmartX, 0.706
1625582510.961, lauv-roald, DVL, 0.456
1625582511.360, lauv-roald, DVL, 0.462
1625582511.459, lauv-roald, SmartX, 0.726
1625582511.563, lauv-roald, DVL, 0.461
1625582511.761, lauv-roald, DVL, 0.479
1625582511.959, lauv-roald, SmartX, 0.726
1625582512.160, lauv-roald, DVL, 0.482
1625582512.361, lauv-roald, DVL, 0.474
1625582512.459, lauv-roald, SmartX, 0.716
1625582512.560, lauv-roald, DVL, 0.478
1625582512.957, lauv-roald, DVL, 0.486
1625582512.959, lauv-roald, SmartX, 0.746
1625582513.159, lauv-roald, DVL, 0.486
1625582513.361, lauv-roald, DVL, 0.500
1625582513.459, lauv-roald, SmartX, 0.786
1625582513.754, lauv-roald, DVL, 0.518
1625582513.958, lauv-roald, DVL, 0.531
1625582513.960, lauv-roald, SmartX, 0.836
1625582514.160, lauv-roald, DVL, 0.555
1625582514.459, lauv-roald, SmartX, 0.875
1625582514.560, lauv-roald, DVL, 0.580
1625582514.760, lauv-roald, DVL, 0.589
1625582514.959, lauv-roald, SmartX, 0.905
1625582514.962, lauv-roald, DVL, 0.604
1625582515.357, lauv-roald, DVL, 0.648
1625582515.459, lauv-roald, SmartX, 0.925
1625582515.557, lauv-roald, DVL, 0.646
1625582515.756, lauv-roald, DVL, 0.673
1625582515.959, lauv-roald, SmartX, 0.975
1625582516.154, lauv-roald, DVL, 0.697
1625582516.361, lauv-roald, DVL, 0.706
1625582516.459, lauv-roald, SmartX, 1.005
1625582516.558, lauv-roald, DVL, 0.729
1625582516.959, lauv-roald, SmartX, 1.045
1625582516.960, lauv-roald, DVL, 0.749
1625582517.158, lauv-roald, DVL, 0.767
1625582517.357, lauv-roald, DVL, 0.775
1625582517.459, lauv-roald, SmartX, 1.055
1625582517.755, lauv-roald, DVL, 0.804
1625582517.958, lauv-roald, DVL, 0.804
1625582517.960, lauv-roald, SmartX, 1.064
1625582518.160, lauv-roald, DVL, 0.806
1625582518.459, lauv-roald, SmartX, 1.074
1625582518.562, lauv-roald, DVL, 0.812
1625582518.761, lauv-roald, DVL, 0.814
1625582518.957, lauv-roald, DVL, 0.819
1625582518.959, lauv-roald, SmartX, 1.074
1625582519.360, lauv-roald, DVL, 0.825
1625582519.459, lauv-roald, SmartX, 1.104
1625582519.557, lauv-roald, DVL, 0.827
1625582519.757, lauv-roald, DVL, 0.832
1625582519.959, lauv-roald, SmartX, 1.114
1625582520.154, lauv-roald, DVL, 0.838
1625582520.357, lauv-roald, DVL, 0.852
1625582520.459, lauv-roald, SmartX, 1.134
1625582520.559, lauv-roald, DVL, 0.859
1625582520.959, lauv-roald, SmartX, 1.124
1625582520.960, lauv-roald, DVL, 0.861
1625582521.158, lauv-roald, DVL, 0.862
1625582521.357, lauv-roald, DVL, 0.869
1625582521.459, lauv-roald, SmartX, 1.114
1625582521.757, lauv-roald, DVL, 0.864
1625582521.957, lauv-roald, DVL, 0.876
1625582521.959, lauv-roald, SmartX, 1.104
1625582522.161, lauv-roald, DVL, 0.860
1625582522.459, lauv-roald, SmartX, 1.094
1625582522.563, lauv-roald, DVL, 0.862
1625582522.759, lauv-roald, DVL, 0.867
1625582522.959, lauv-roald, SmartX, 1.124
1625582522.960, lauv-roald, DVL, 0.870
1625582523.356, lauv-roald, DVL, 0.886
1625582523.459, lauv-roald, SmartX, 1.174
1625582523.556, lauv-roald, DVL, 0.882
1625582523.756, lauv-roald, DVL, 0.891
1625582523.958, lauv-roald, SmartX, 1.174
1625582524.164, lauv-roald, DVL, 0.900
1625582524.357, lauv-roald, DVL, 0.906
1625582524.458, lauv-roald, SmartX, 1.164
1625582524.560, lauv-roald, DVL, 0.909
1625582524.958, lauv-roald, SmartX, 1.164
1625582524.959, lauv-roald, DVL, 0.917
1625582525.162, lauv-roald, DVL, 0.925
1625582525.358, lauv-roald, DVL, 0.918
1625582525.458, lauv-roald, SmartX, 1.174
1625582525.754, lauv-roald, DVL, 0.929
1625582525.956, lauv-roald, DVL, 0.926
1625582525.958, lauv-roald, SmartX, 1.164
1625582526.156, lauv-roald, DVL, 0.925
1625582526.458, lauv-roald, SmartX, 1.194
1625582526.559, lauv-roald, DVL, 0.925
1625582526.760, lauv-roald, DVL, 0.930
1625582526.958, lauv-roald, SmartX, 1.174
1625582526.960, lauv-roald, DVL, 0.922
1625582527.360, lauv-roald, DVL, 0.927
1625582527.458, lauv-roald, SmartX, 1.174
1625582527.557, lauv-roald, DVL, 0.931
1625582527.758, lauv-roald, DVL, 0.931
1625582527.958, lauv-roald, SmartX, 1.174
1625582528.159, lauv-roald, DVL, 0.932
1625582528.356, lauv-roald, DVL, 0.939
1625582528.458, lauv-roald, SmartX, 1.174
1625582528.553, lauv-roald, DVL, 0.931
1625582528.958, lauv-roald, SmartX, 1.184
1625582528.959, lauv-roald, DVL, 0.921
1625582529.158, lauv-roald, DVL, 0.934
1625582529.358, lauv-roald, DVL, 0.926
1625582529.458, lauv-roald, SmartX, 1.194
1625582529.755, lauv-roald, DVL, 0.921
1625582529.954, lauv-roald, DVL, 0.924
1625582529.958, lauv-roald, SmartX, 1.164
1625582530.158, lauv-roald, DVL, 0.912
1625582530.458, lauv-roald, SmartX, 1.164
1625582530.561, lauv-roald, DVL, 0.917
1625582530.757, lauv-roald, DVL, 0.925
1625582530.958, lauv-roald, SmartX, 1.174
1625582530.962, lauv-roald, DVL, 0.914
1625582531.357, lauv-roald, DVL, 0.923
1625582531.458, lauv-roald, SmartX, 1.214
1625582531.556, lauv-roald, DVL, 0.932
1625582531.756, lauv-roald, DVL, 0.926
1625582531.958, lauv-roald, SmartX, 1.194
1625582532.158, lauv-roald, DVL, 0.936
1625582532.360, lauv-roald, DVL, 0.945
1625582532.458, lauv-roald, SmartX, 1.204
1625582532.561, lauv-roald, DVL, 0.941
1625582532.958, lauv-roald, DVL, 0.939
1625582532.959, lauv-roald, SmartX, 1.174
1625582533.158, lauv-roald, DVL, 0.934
1625582533.358, lauv-roald, DVL, 0.937
1625582533.458, lauv-roald, SmartX, 1.164
1625582533.760, lauv-roald, DVL, 0.933
1625582533.958, lauv-roald, SmartX, 1.164
1625582533.958, lauv-roald, DVL, 0.923
1625582534.159, lauv-roald, DVL, 0.930
1625582534.458, lauv-roald, SmartX, 1.174
1625582534.557, lauv-roald, DVL, 0.935
1625582534.757, lauv-roald, DVL, 0.934
1625582534.955, lauv-roald, DVL, 0.940
1625582534.958, lauv-roald, SmartX, 1.194
1625582535.358, lauv-roald, DVL, 0.950
1625582535.458, lauv-roald, SmartX, 1.204
1625582535.553, lauv-roald, DVL, 0.961
1625582535.755, lauv-roald, DVL, 0.953
1625582535.958, lauv-roald, SmartX, 1.214
1625582536.159, lauv-roald, DVL, 0.958
1625582536.358, lauv-roald, DVL, 0.954
1625582536.458, lauv-roald, SmartX, 1.214
1625582536.561, lauv-roald, DVL, 0.956
1625582536.956, lauv-roald, DVL, 0.956
1625582536.958, lauv-roald, SmartX, 1.184
1625582537.156, lauv-roald, DVL, 0.948
1625582537.357, lauv-roald, DVL, 0.951
1625582537.457, lauv-roald, SmartX, 1.174
1625582537.761, lauv-roald, DVL, 0.938
1625582537.957, lauv-roald, SmartX, 1.184
1625582537.961, lauv-roald, DVL, 0.937
1625582538.156, lauv-roald, DVL, 0.936
1625582538.457, lauv-roald, SmartX, 1.194
1625582538.553, lauv-roald, DVL, 0.941
1625582538.754, lauv-roald, DVL, 0.941
1625582538.957, lauv-roald, SmartX, 1.184
1625582538.964, lauv-roald, DVL, 0.936
1625582539.359, lauv-roald, DVL, 0.932
1625582539.457, lauv-roald, SmartX, 1.184
1625582539.559, lauv-roald, DVL, 0.931
1625582539.758, lauv-roald, DVL, 0.938
1625582539.957, lauv-roald, SmartX, 1.204
1625582540.157, lauv-roald, DVL, 0.930
1625582540.354, lauv-roald, DVL, 0.934
1625582540.457, lauv-roald, SmartX, 1.184
1625582540.555, lauv-roald, DVL, 0.931
1625582540.957, lauv-roald, SmartX, 1.194
1625582540.960, lauv-roald, DVL, 0.926
1625582541.156, lauv-roald, DVL, 0.932
1625582541.359, lauv-roald, DVL, 0.928
1625582541.457, lauv-roald, SmartX, 1.184
1625582541.760, lauv-roald, DVL, 0.929
1625582541.957, lauv-roald, SmartX, 1.164
1625582541.959, lauv-roald, DVL, 0.928
1625582542.159, lauv-roald, DVL, 0.922
1625582542.457, lauv-roald, SmartX, 1.174
1625582542.558, lauv-roald, DVL, 0.927
1625582542.761, lauv-roald, DVL, 0.935
1625582542.957, lauv-roald, SmartX, 1.174
1625582542.957, lauv-roald, DVL, 0.923
1625582543.357, lauv-roald, DVL, 0.928
1625582543.457, lauv-roald, SmartX, 1.194
1625582543.557, lauv-roald, DVL, 0.940
1625582543.757, lauv-roald, DVL, 0.942
1625582543.957, lauv-roald, SmartX, 1.214
1625582544.156, lauv-roald, DVL, 0.953
1625582544.359, lauv-roald, DVL, 0.942
1625582544.457, lauv-roald, SmartX, 1.204
1625582544.556, lauv-roald, DVL, 0.948
1625582544.957, lauv-roald, SmartX, 1.194
1625582544.957, lauv-roald, DVL, 0.936
1625582545.160, lauv-roald, DVL, 0.933
1625582545.356, lauv-roald, DVL, 0.938
1625582545.457, lauv-roald, SmartX, 1.164
1625582545.757, lauv-roald, DVL, 0.925
1625582545.957, lauv-roald, SmartX, 1.164
1625582545.962, lauv-roald, DVL, 0.920
1625582546.160, lauv-roald, DVL, 0.919
1625582546.457, lauv-roald, SmartX, 1.174
1625582546.557, lauv-roald, DVL, 0.928
1625582546.756, lauv-roald, DVL, 0.923
1625582546.957, lauv-roald, SmartX, 1.194
1625582546.957, lauv-roald, DVL, 0.931
1625582547.356, lauv-roald, DVL, 0.930
1625582547.457, lauv-roald, SmartX, 1.214
1625582547.562, lauv-roald, DVL, 0.940
1625582547.759, lauv-roald, DVL, 0.939
1625582547.957, lauv-roald, SmartX, 1.204
1625582548.157, lauv-roald, DVL, 0.940
1625582548.357, lauv-roald, DVL, 0.940
1625582548.456, lauv-roald, SmartX, 1.194
1625582548.556, lauv-roald, DVL, 0.949
1625582548.957, lauv-roald, SmartX, 1.194
1625582548.959, lauv-roald, DVL, 0.950
1625582549.158, lauv-roald, DVL, 0.947
1625582549.359, lauv-roald, DVL, 0.945
1625582549.457, lauv-roald, SmartX, 1.194
1625582549.763, lauv-roald, DVL, 0.943
1625582549.956, lauv-roald, DVL, 0.951
1625582549.957, lauv-roald, SmartX, 1.204
1625582550.161, lauv-roald, DVL, 0.947
1625582550.456, lauv-roald, SmartX, 1.214
1625582550.556, lauv-roald, DVL, 0.945
1625582550.753, lauv-roald, DVL, 0.948
1625582550.956, lauv-roald, SmartX, 1.184
1625582550.961, lauv-roald, DVL, 0.953
1625582551.359, lauv-roald, DVL, 0.944
1625582551.457, lauv-roald, SmartX, 1.204
1625582551.561, lauv-roald, DVL, 0.949
1625582551.765, lauv-roald, DVL, 0.944
1625582551.956, lauv-roald, SmartX, 1.184
1625582552.157, lauv-roald, DVL, 0.931
1625582552.362, lauv-roald, DVL, 0.921
1625582552.456, lauv-roald, SmartX, 1.174
1625582552.561, lauv-roald, DVL, 0.921
1625582552.956, lauv-roald, SmartX, 1.154
1625582552.958, lauv-roald, DVL, 0.907
1625582553.158, lauv-roald, DVL, 0.897
1625582553.360, lauv-roald, DVL, 0.897
1625582553.456, lauv-roald, SmartX, 1.144
1625582553.761, lauv-roald, DVL, 0.884
1625582553.957, lauv-roald, SmartX, 1.124
1625582553.959, lauv-roald, DVL, 0.875
1625582554.156, lauv-roald, DVL, 0.871
1625582554.456, lauv-roald, SmartX, 1.154
1625582554.554, lauv-roald, DVL, 0.887
1625582554.752, lauv-roald, DVL, 0.884
1625582554.956, lauv-roald, SmartX, 1.164
1625582554.958, lauv-roald, DVL, 0.884
1625582555.357, lauv-roald, DVL, 0.899
1625582555.456, lauv-roald, SmartX, 1.174
1625582555.554, lauv-roald, DVL, 0.908
1625582555.756, lauv-roald, DVL, 0.908
1625582555.956, lauv-roald, SmartX, 1.184
1625582556.161, lauv-roald, DVL, 0.925
1625582556.360, lauv-roald, DVL, 0.933
1625582556.456, lauv-roald, SmartX, 1.174
1625582556.561, lauv-roald, DVL, 0.929
1625582556.956, lauv-roald, SmartX, 1.184
1625582556.960, lauv-roald, DVL, 0.933
1625582557.160, lauv-roald, DVL, 0.942
1625582557.359, lauv-roald, DVL, 0.933
1625582557.456, lauv-roald, SmartX, 1.174
1625582557.759, lauv-roald, DVL, 0.934
1625582557.954, lauv-roald, DVL, 0.937
1625582557.956, lauv-roald, SmartX, 1.194
1625582558.159, lauv-roald, DVL, 0.933
1625582558.456, lauv-roald, SmartX, 1.184
1625582558.557, lauv-roald, DVL, 0.927
1625582558.756, lauv-roald, DVL, 0.923
1625582558.953, lauv-roald, DVL, 0.926
1625582558.956, lauv-roald, SmartX, 1.184
1625582559.357, lauv-roald, DVL, 0.933
1625582559.456, lauv-roald, SmartX, 1.174
1625582559.562, lauv-roald, DVL, 0.931
1625582559.761, lauv-roald, DVL, 0.930
1625582559.956, lauv-roald, SmartX, 1.174
1625582560.162, lauv-roald, DVL, 0.922
1625582560.364, lauv-roald, DVL, 0.930
1625582560.456, lauv-roald, SmartX, 1.164
1625582560.562, lauv-roald, DVL, 0.918
1625582560.956, lauv-roald, SmartX, 1.164
1625582560.958, lauv-roald, DVL, 0.915
1625582561.160, lauv-roald, DVL, 0.912
1625582561.361, lauv-roald, DVL, 0.905
1625582561.456, lauv-roald, SmartX, 1.164
1625582561.758, lauv-roald, DVL, 0.903
1625582561.956, lauv-roald, SmartX, 1.174
1625582561.957, lauv-roald, DVL, 0.906
1625582562.159, lauv-roald, DVL, 0.919
1625582562.456, lauv-roald, SmartX, 1.194
1625582562.557, lauv-roald, DVL, 0.917
1625582562.758, lauv-roald, DVL, 0.909
1625582562.955, lauv-roald, SmartX, 1.174
1625582562.966, lauv-roald, DVL, 0.912
1625582563.358, lauv-roald, DVL, 0.926
1625582563.456, lauv-roald, SmartX, 1.174
1625582563.559, lauv-roald, DVL, 0.929
1625582563.757, lauv-roald, DVL, 0.935
1625582563.956, lauv-roald, SmartX, 1.164
1625582564.159, lauv-roald, DVL, 0.922
1625582564.358, lauv-roald, DVL, 0.915
1625582564.456, lauv-roald, SmartX, 1.154
1625582564.559, lauv-roald, DVL, 0.905
1625582564.956, lauv-roald, SmartX, 1.144
1625582564.962, lauv-roald, DVL, 0.906
1625582565.161, lauv-roald, DVL, 0.916
1625582565.357, lauv-roald, DVL, 0.910
1625582565.456, lauv-roald, SmartX, 1.164
1625582565.754, lauv-roald, DVL, 0.918
1625582565.954, lauv-roald, DVL, 0.913
1625582565.955, lauv-roald, SmartX, 1.174
1625582566.159, lauv-roald, DVL, 0.909
1625582566.455, lauv-roald, SmartX, 1.184
1625582566.561, lauv-roald, DVL, 0.920
1625582566.760, lauv-roald, DVL, 0.928
1625582566.955, lauv-roald, SmartX, 1.184
1625582566.956, lauv-roald, DVL, 0.926
1625582567.360, lauv-roald, DVL, 0.924
1625582567.455, lauv-roald, SmartX, 1.174
1625582567.557, lauv-roald, DVL, 0.922
1625582567.758, lauv-roald, DVL, 0.930
1625582567.955, lauv-roald, SmartX, 1.164
1625582568.161, lauv-roald, DVL, 0.913
1625582568.361, lauv-roald, DVL, 0.924
1625582568.455, lauv-roald, SmartX, 1.154
1625582568.565, lauv-roald, DVL, 0.918
1625582568.955, lauv-roald, SmartX, 1.164
1625582568.958, lauv-roald, DVL, 0.907
1625582569.155, lauv-roald, DVL, 0.917
1625582569.356, lauv-roald, DVL, 0.910
1625582569.455, lauv-roald, SmartX, 1.174
1625582569.758, lauv-roald, DVL, 0.924
1625582569.955, lauv-roald, SmartX, 1.194
1625582569.965, lauv-roald, DVL, 0.923
1625582570.156, lauv-roald, DVL, 0.930
1625582570.455, lauv-roald, SmartX, 1.174
1625582570.558, lauv-roald, DVL, 0.931
1625582570.763, lauv-roald, DVL, 0.927
1625582570.955, lauv-roald, SmartX, 1.174
1625582570.958, lauv-roald, DVL, 0.925
1625582571.358, lauv-roald, DVL, 0.924
1625582571.455, lauv-roald, SmartX, 1.144
1625582571.555, lauv-roald, DVL, 0.914
1625582571.762, lauv-roald, DVL, 0.909
1625582571.955, lauv-roald, SmartX, 1.144
1625582572.163, lauv-roald, DVL, 0.914
1625582572.359, lauv-roald, DVL, 0.918
1625582572.455, lauv-roald, SmartX, 1.174
1625582572.561, lauv-roald, DVL, 0.919
1625582572.955, lauv-roald, SmartX, 1.204
1625582572.961, lauv-roald, DVL, 0.934
1625582573.158, lauv-roald, DVL, 0.935
1625582573.360, lauv-roald, DVL, 0.945
1625582573.455, lauv-roald, SmartX, 1.224
1625582573.761, lauv-roald, DVL, 0.958
1625582573.955, lauv-roald, SmartX, 1.214
1625582573.958, lauv-roald, DVL, 0.956
1625582574.158, lauv-roald, DVL, 0.955
1625582574.455, lauv-roald, SmartX, 1.194
1625582574.560, lauv-roald, DVL, 0.957
1625582574.757, lauv-roald, DVL, 0.943
1625582574.955, lauv-roald, SmartX, 1.184
1625582574.960, lauv-roald, DVL, 0.941
1625582575.361, lauv-roald, DVL, 0.945
1625582575.455, lauv-roald, SmartX, 1.174
1625582575.564, lauv-roald, DVL, 0.947
1625582575.762, lauv-roald, DVL, 0.952
1625582575.955, lauv-roald, SmartX, 1.204
1625582576.158, lauv-roald, DVL, 0.966
1625582576.363, lauv-roald, DVL, 0.968
1625582576.455, lauv-roald, SmartX, 1.214
1625582576.559, lauv-roald, DVL, 0.967
1625582576.955, lauv-roald, SmartX, 1.234
1625582576.964, lauv-roald, DVL, 0.979
1625582577.158, lauv-roald, DVL, 0.971
1625582577.362, lauv-roald, DVL, 0.973
1625582577.455, lauv-roald, SmartX, 1.214
1625582577.757, lauv-roald, DVL, 0.966
1625582577.955, lauv-roald, SmartX, 1.174
1625582577.962, lauv-roald, DVL, 0.959
1625582578.163, lauv-roald, DVL, 0.938
1625582578.455, lauv-roald, SmartX, 1.134
1625582578.558, lauv-roald, DVL, 0.923
1625582578.758, lauv-roald, DVL, 0.916
1625582578.955, lauv-roald, SmartX, 1.114
1625582578.961, lauv-roald, DVL, 0.901
1625582579.362, lauv-roald, DVL, 0.891
1625582579.454, lauv-roald, SmartX, 1.134
1625582579.560, lauv-roald, DVL, 0.893
1625582579.760, lauv-roald, DVL, 0.901
