timestamp, system, entity , value (m)
1625582579.955, lauv-roald, SmartX, 1.164
1625582580.164, lauv-roald, DVL, 0.906
1625582580.362, lauv-roald, DVL, 0.908
1625582580.455, lauv-roald, SmartX, 1.204
1625582580.556, lauv-roald, DVL, 0.920
1625582580.954, lauv-roald, SmartX, 1.214
1625582580.964, lauv-roald, DVL, 0.931
1625582581.161, lauv-roald, DVL, 0.940
1625582581.360, lauv-roald, DVL, 0.939
1625582581.454, lauv-roald, SmartX, 1.214
1625582581.763, lauv-roald, DVL, 0.952
1625582581.954, lauv-roald, SmartX, 1.184
1625582581.965, lauv-roald, DVL, 0.946
1625582582.158, lauv-roald, DVL, 0.947
1625582582.455, lauv-roald, SmartX, 1.174
1625582582.560, lauv-roald, DVL, 0.944
1625582582.763, lauv-roald, DVL, 0.936
1625582582.954, lauv-roald, SmartX, 1.184
1625582582.964, lauv-roald, DVL, 0.932
1625582583.364, lauv-roald, DVL, 0.938
1625582583.454, lauv-roald, SmartX, 1.184
1625582583.558, lauv-roald, DVL, 0.934
1625582583.758, lauv-roald, DVL, 0.938
1625582583.954, lauv-roald, SmartX, 1.194
1625582584.156, lauv-roald, DVL, 0.943
1625582584.357, lauv-roald, DVL, 0.945
1625582584.454, lauv-roald, SmartX, 1.204
1625582584.559, lauv-roald, DVL, 0.942
1625582584.954, lauv-roald, SmartX, 1.194
1625582584.957, lauv-roald, DVL, 0.947
1625582585.162, lauv-roald, DVL, 0.936
1625582585.361, lauv-roald, DVL, 0.945
1625582585.454, lauv-roald, SmartX, 1.184
1625582585.766, lauv-roald, DVL, 0.936
1625582585.954, lauv-roald, SmartX, 1.164
1625582585.962, lauv-roald, DVL, 0.933
1625582586.161, lauv-roald, DVL, 0.923
1625582586.456, lauv-roald, SmartX, 1.134
1625582586.556, lauv-roald, DVL, 0.913
1625582586.763, lauv-roald, DVL, 0.910
1625582586.954, lauv-roald, SmartX, 1.134
1625582586.960, lauv-roald, DVL, 0.902
1625582587.360, lauv-roald, DVL, 0.910
1625582587.454, lauv-roald, SmartX, 1.144
1625582587.563, lauv-roald, DVL, 0.904
1625582587.758, lauv-roald, DVL, 0.908
1625582587.954, lauv-roald, SmartX, 1.164
1625582588.163, lauv-roald, DVL, 0.910
1625582588.360, lauv-roald, DVL, 0.912
1625582588.454, lauv-roald, SmartX, 1.164
1625582588.558, lauv-roald, DVL, 0.916
1625582588.954, lauv-roald, SmartX, 1.194
1625582588.957, lauv-roald, DVL, 0.930
1625582589.161, lauv-roald, DVL, 0.930
1625582589.362, lauv-roald, DVL, 0.926
1625582589.454, lauv-roald, SmartX, 1.204
1625582589.764, lauv-roald, DVL, 0.938
1625582589.954, lauv-roald, SmartX, 1.184
1625582589.964, lauv-roald, DVL, 0.934
1625582590.162, lauv-roald, DVL, 0.938
1625582590.454, lauv-roald, SmartX, 1.174
1625582590.559, lauv-roald, DVL, 0.925
1625582590.756, lauv-roald, DVL, 0.931
1625582590.954, lauv-roald, SmartX, 1.154
1625582590.962, lauv-roald, DVL, 0.928
1625582591.359, lauv-roald, DVL, 0.919
1625582591.454, lauv-roald, SmartX, 1.164
1625582591.565, lauv-roald, DVL, 0.925
1625582591.759, lauv-roald, DVL, 0.922
1625582591.954, lauv-roald, SmartX, 1.164
1625582592.160, lauv-roald, DVL, 0.922
1625582592.358, lauv-roald, DVL, 0.915
1625582592.454, lauv-roald, SmartX, 1.184
1625582592.556, lauv-roald, DVL, 0.922
1625582592.954, lauv-roald, SmartX, 1.184
1625582592.957, lauv-roald, DVL, 0.926
1625582593.156, lauv-roald, DVL, 0.930
1625582593.359, lauv-roald, DVL, 0.929
1625582593.454, lauv-roald, SmartX, 1.164
1625582593.757, lauv-roald, DVL, 0.923
1625582593.954, lauv-roald, SmartX, 1.174
1625582593.958, lauv-roald, DVL, 0.928
1625582594.160, lauv-roald, DVL, 0.917
1625582594.453, lauv-roald, SmartX, 1.174
1625582594.560, lauv-roald, DVL, 0.927
1625582594.762, lauv-roald, DVL, 0.925
1625582594.953, lauv-roald, SmartX, 1.164
1625582594.959, lauv-roald, DVL, 0.921
1625582595.356, lauv-roald, DVL, 0.916
1625582595.453, lauv-roald, SmartX, 1.164
1625582595.558, lauv-roald, DVL, 0.921
1625582595.755, lauv-roald, DVL, 0.925
1625582595.953, lauv-roald, SmartX, 1.194
1625582596.157, lauv-roald, DVL, 0.927
1625582596.359, lauv-roald, DVL, 0.935
1625582596.453, lauv-roald, SmartX, 1.204
1625582596.557, lauv-roald, DVL, 0.928
1625582596.953, lauv-roald, SmartX, 1.194
1625582596.957, lauv-roald, DVL, 0.934
1625582597.166, lauv-roald, DVL, 0.932
1625582597.355, lauv-roald, DVL, 0.938
1625582597.453, lauv-roald, SmartX, 1.174
1625582597.763, lauv-roald, DVL, 0.926
1625582597.953, lauv-roald, SmartX, 1.164
1625582597.960, lauv-roald, DVL, 0.929
1625582598.162, lauv-roald, DVL, 0.931
1625582598.453, lauv-roald, SmartX, 1.144
1625582598.560, lauv-roald, DVL, 0.915
1625582598.762, lauv-roald, DVL, 0.914
1625582598.954, lauv-roald, SmartX, 1.164
1625582598.964, lauv-roald, DVL, 0.914
1625582599.359, lauv-roald, DVL, 0.909
1625582599.453, lauv-roald, SmartX, 1.174
1625582599.565, lauv-roald, DVL, 0.913
1625582599.758, lauv-roald, DVL, 0.917
1625582599.953, lauv-roald, SmartX, 1.174
1625582600.154, lauv-roald, DVL, 0.921
1625582600.357, lauv-roald, DVL, 0.923
1625582600.453, lauv-roald, SmartX, 1.174
1625582600.564, lauv-roald, DVL, 0.920
1625582600.953, lauv-roald, SmartX, 1.184
1625582600.958, lauv-roald, DVL, 0.939
1625582601.165, lauv-roald, DVL, 0.926
1625582601.362, lauv-roald, DVL, 0.935
1625582601.453, lauv-roald, SmartX, 1.194
1625582601.760, lauv-roald, DVL, 0.936
1625582601.953, lauv-roald, SmartX, 1.174
1625582601.957, lauv-roald, DVL, 0.937
1625582602.161, lauv-roald, DVL, 0.927
1625582602.453, lauv-roald, SmartX, 1.174
1625582602.560, lauv-roald, DVL, 0.928
1625582602.763, lauv-roald, DVL, 0.931
1625582602.953, lauv-roald, SmartX, 1.184
1625582602.965, lauv-roald, DVL, 0.938
1625582603.361, lauv-roald, DVL, 0.939
1625582603.453, lauv-roald, SmartX, 1.184
1625582603.556, lauv-roald, DVL, 0.937
1625582603.756, lauv-roald, DVL, 0.935
1625582603.953, lauv-roald, SmartX, 1.184
1625582604.155, lauv-roald, DVL, 0.933
1625582604.358, lauv-roald, DVL, 0.929
1625582604.453, lauv-roald, SmartX, 1.174
1625582604.558, lauv-roald, DVL, 0.933
1625582604.953, lauv-roald, SmartX, 1.154
1625582604.959, lauv-roald, DVL, 0.917
1625582605.162, lauv-roald, DVL, 0.908
1625582605.360, lauv-roald, DVL, 0.908
1625582605.453, lauv-roald, SmartX, 1.124
1625582605.764, lauv-roald, DVL, 0.893
1625582605.953, lauv-roald, SmartX, 1.124
1625582605.958, lauv-roald, DVL, 0.894
1625582606.161, lauv-roald, DVL, 0.900
1625582606.453, lauv-roald, SmartX, 1.164
1625582606.558, lauv-roald, DVL, 0.897
1625582606.758, lauv-roald, DVL, 0.917
1625582606.953, lauv-roald, SmartX, 1.184
1625582606.961, lauv-roald, DVL, 0.914
1625582607.354, lauv-roald, DVL, 0.929
1625582607.453, lauv-roald, SmartX, 1.214
1625582607.557, lauv-roald, DVL, 0.939
1625582607.764, lauv-roald, DVL, 0.944
1625582607.953, lauv-roald, SmartX, 1.214
1625582608.163, lauv-roald, DVL, 0.952
1625582608.358, lauv-roald, DVL, 0.959
1625582608.453, lauv-roald, SmartX, 1.194
1625582608.565, lauv-roald, DVL, 0.948
1625582608.953, lauv-roald, SmartX, 1.174
1625582608.958, lauv-roald, DVL, 0.938
1625582609.159, lauv-roald, DVL, 0.937
1625582609.363, lauv-roald, DVL, 0.933
1625582609.453, lauv-roald, SmartX, 1.154
1625582609.761, lauv-roald, DVL, 0.929
1625582609.953, lauv-roald, SmartX, 1.164
1625582609.955, lauv-roald, DVL, 0.933
1625582610.157, lauv-roald, DVL, 0.933
1625582610.453, lauv-roald, SmartX, 1.174
1625582610.564, lauv-roald, DVL, 0.916
1625582610.764, lauv-roald, DVL, 0.925
1625582610.953, lauv-roald, SmartX, 1.164
1625582610.962, lauv-roald, DVL, 0.919
1625582611.363, lauv-roald, DVL, 0.917
1625582611.452, lauv-roald, SmartX, 1.164
1625582611.562, lauv-roald, DVL, 0.926
1625582611.761, lauv-roald, DVL, 0.929
1625582611.953, lauv-roald, SmartX, 1.184
1625582612.157, lauv-roald, DVL, 0.925
1625582612.356, lauv-roald, DVL, 0.910
1625582612.452, lauv-roald, SmartX, 1.164
1625582612.567, lauv-roald, DVL, 0.909
1625582612.952, lauv-roald, SmartX, 1.154
1625582612.958, lauv-roald, DVL, 0.909
1625582613.154, lauv-roald, DVL, 0.915
1625582613.361, lauv-roald, DVL, 0.909
1625582613.452, lauv-roald, SmartX, 1.144
1625582613.763, lauv-roald, DVL, 0.896
1625582613.952, lauv-roald, SmartX, 1.134
1625582613.963, lauv-roald, DVL, 0.893
1625582614.161, lauv-roald, DVL, 0.889
1625582614.452, lauv-roald, SmartX, 1.134
1625582614.561, lauv-roald, DVL, 0.891
1625582614.758, lauv-roald, DVL, 0.888
1625582614.953, lauv-roald, SmartX, 1.154
1625582614.956, lauv-roald, DVL, 0.900
1625582615.357, lauv-roald, DVL, 0.902
1625582615.452, lauv-roald, SmartX, 1.174
1625582615.556, lauv-roald, DVL, 0.905
1625582615.757, lauv-roald, DVL, 0.911
1625582615.953, lauv-roald, SmartX, 1.174
1625582616.156, lauv-roald, DVL, 0.921
1625582616.366, lauv-roald, DVL, 0.924
1625582616.452, lauv-roald, SmartX, 1.194
1625582616.561, lauv-roald, DVL, 0.931
1625582616.952, lauv-roald, SmartX, 1.184
1625582616.964, lauv-roald, DVL, 0.926
1625582617.163, lauv-roald, DVL, 0.918
1625582617.362, lauv-roald, DVL, 0.914
1625582617.452, lauv-roald, SmartX, 1.154
1625582617.760, lauv-roald, DVL, 0.915
1625582617.952, lauv-roald, SmartX, 1.144
1625582617.965, lauv-roald, DVL, 0.904
1625582618.156, lauv-roald, DVL, 0.910
1625582618.452, lauv-roald, SmartX, 1.154
1625582618.553, lauv-roald, DVL, 0.902
1625582618.765, lauv-roald, DVL, 0.909
1625582618.952, lauv-roald, SmartX, 1.164
1625582618.960, lauv-roald, DVL, 0.915
1625582619.353, lauv-roald, DVL, 0.915
1625582619.452, lauv-roald, SmartX, 1.174
1625582619.556, lauv-roald, DVL, 0.916
1625582619.756, lauv-roald, DVL, 0.921
1625582619.952, lauv-roald, SmartX, 1.174
1625582620.159, lauv-roald, DVL, 0.924
1625582620.354, lauv-roald, DVL, 0.927
1625582620.452, lauv-roald, SmartX, 1.184
1625582620.556, lauv-roald, DVL, 0.925
1625582620.952, lauv-roald, SmartX, 1.154
1625582620.960, lauv-roald, DVL, 0.920
1625582621.158, lauv-roald, DVL, 0.923
1625582621.354, lauv-roald, DVL, 0.907
1625582621.452, lauv-roald, SmartX, 1.154
1625582621.758, lauv-roald, DVL, 0.903
1625582621.952, lauv-roald, SmartX, 1.144
1625582621.961, lauv-roald, DVL, 0.903
1625582622.158, lauv-roald, DVL, 0.899
1625582622.452, lauv-roald, SmartX, 1.144
1625582622.555, lauv-roald, DVL, 0.892
1625582622.756, lauv-roald, DVL, 0.901
1625582622.952, lauv-roald, SmartX, 1.154
1625582622.959, lauv-roald, DVL, 0.903
1625582623.356, lauv-roald, DVL, 0.902
1625582623.452, lauv-roald, SmartX, 1.174
1625582623.556, lauv-roald, DVL, 0.917
1625582623.759, lauv-roald, DVL, 0.915
1625582623.952, lauv-roald, SmartX, 1.174
1625582624.159, lauv-roald, DVL, 0.931
1625582624.356, lauv-roald, DVL, 0.928
1625582624.452, lauv-roald, SmartX, 1.194
1625582624.560, lauv-roald, DVL, 0.936
1625582624.952, lauv-roald, SmartX, 1.164
1625582624.961, lauv-roald, DVL, 0.935
1625582625.162, lauv-roald, DVL, 0.933
1625582625.361, lauv-roald, DVL, 0.926
1625582625.452, lauv-roald, SmartX, 1.164
1625582625.756, lauv-roald, DVL, 0.917
1625582625.951, lauv-roald, SmartX, 1.144
1625582625.959, lauv-roald, DVL, 0.922
1625582626.161, lauv-roald, DVL, 0.919
1625582626.452, lauv-roald, SmartX, 1.144
1625582626.564, lauv-roald, DVL, 0.900
1625582626.754, lauv-roald, DVL, 0.907
1625582626.951, lauv-roald, SmartX, 1.144
1625582626.960, lauv-roald, DVL, 0.901
1625582627.354, lauv-roald, DVL, 0.905
1625582627.451, lauv-roald, SmartX, 1.164
1625582627.553, lauv-roald, DVL, 0.902
1625582627.756, lauv-roald, DVL, 0.913
1625582627.951, lauv-roald, SmartX, 1.164
1625582628.153, lauv-roald, DVL, 0.915
1625582628.361, lauv-roald, DVL, 0.923
1625582628.451, lauv-roald, SmartX, 1.174
1625582628.561, lauv-roald, DVL, 0.918
1625582628.951, lauv-roald, SmartX, 1.164
1625582628.960, lauv-roald, DVL, 0.917
1625582629.157, lauv-roald, DVL, 0.928
1625582629.355, lauv-roald, DVL, 0.924
1625582629.451, lauv-roald, SmartX, 1.174
1625582629.760, lauv-roald, DVL, 0.931
1625582629.951, lauv-roald, SmartX, 1.164
1625582629.960, lauv-roald, DVL, 0.936
1625582630.164, lauv-roald, DVL, 0.918
1625582630.451, lauv-roald, SmartX, 1.164
1625582630.560, lauv-roald, DVL, 0.916
1625582630.758, lauv-roald, DVL, 0.913
1625582630.951, lauv-roald, SmartX, 1.154
1625582630.962, lauv-roald, DVL, 0.910
1625582631.360, lauv-roald, DVL, 0.906
1625582631.451, lauv-roald, SmartX, 1.164
1625582631.556, lauv-roald, DVL, 0.916
1625582631.754, lauv-roald, DVL, 0.913
1625582631.951, lauv-roald, SmartX, 1.164
1625582632.156, lauv-roald, DVL, 0.910
1625582632.359, lauv-roald, DVL, 0.912
1625582632.451, lauv-roald, SmartX, 1.144
1625582632.557, lauv-roald, DVL, 0.905
1625582632.951, lauv-roald, SmartX, 1.144
1625582632.958, lauv-roald, DVL, 0.898
1625582633.157, lauv-roald, DVL, 0.898
1625582633.354, lauv-roald, DVL, 0.896
1625582633.451, lauv-roald, SmartX, 1.144
1625582633.759, lauv-roald, DVL, 0.890
1625582633.951, lauv-roald, SmartX, 1.134
1625582633.958, lauv-roald, DVL, 0.887
1625582634.153, lauv-roald, DVL, 0.882
1625582634.451, lauv-roald, SmartX, 1.134
1625582634.553, lauv-roald, DVL, 0.878
1625582634.755, lauv-roald, DVL, 0.885
1625582634.951, lauv-roald, SmartX, 1.144
1625582634.962, lauv-roald, DVL, 0.887
1625582635.353, lauv-roald, DVL, 0.897
1625582635.451, lauv-roald, SmartX, 1.164
1625582635.554, lauv-roald, DVL, 0.897
1625582635.752, lauv-roald, DVL, 0.906
1625582635.951, lauv-roald, SmartX, 1.174
1625582636.155, lauv-roald, DVL, 0.919
1625582636.362, lauv-roald, DVL, 0.909
1625582636.451, lauv-roald, SmartX, 1.174
1625582636.562, lauv-roald, DVL, 0.927
1625582636.951, lauv-roald, SmartX, 1.174
1625582636.959, lauv-roald, DVL, 0.919
1625582637.160, lauv-roald, DVL, 0.924
1625582637.358, lauv-roald, DVL, 0.918
1625582637.451, lauv-roald, SmartX, 1.154
1625582637.758, lauv-roald, DVL, 0.908
1625582637.951, lauv-roald, SmartX, 1.144
1625582637.961, lauv-roald, DVL, 0.915
1625582638.157, lauv-roald, DVL, 0.898
1625582638.451, lauv-roald, SmartX, 1.144
1625582638.560, lauv-roald, DVL, 0.899
1625582638.759, lauv-roald, DVL, 0.902
1625582638.951, lauv-roald, SmartX, 1.164
1625582638.958, lauv-roald, DVL, 0.896
1625582639.357, lauv-roald, DVL, 0.900
1625582639.450, lauv-roald, SmartX, 1.164
1625582639.556, lauv-roald, DVL, 0.910
1625582639.756, lauv-roald, DVL, 0.911
1625582639.950, lauv-roald, SmartX, 1.194
1625582640.157, lauv-roald, DVL, 0.922
1625582640.356, lauv-roald, DVL, 0.945
1625582640.450, lauv-roald, SmartX, 1.194
1625582640.558, lauv-roald, DVL, 0.929
1625582640.950, lauv-roald, SmartX, 1.204
1625582640.961, lauv-roald, DVL, 0.945
1625582641.156, lauv-roald, DVL, 0.951
1625582641.361, lauv-roald, DVL, 0.947
1625582641.450, lauv-roald, SmartX, 1.194
1625582641.762, lauv-roald, DVL, 0.936
1625582641.950, lauv-roald, SmartX, 1.164
1625582641.957, lauv-roald, DVL, 0.934
1625582642.161, lauv-roald, DVL, 0.924
1625582642.450, lauv-roald, SmartX, 1.134
1625582642.556, lauv-roald, DVL, 0.908
1625582642.761, lauv-roald, DVL, 0.902
1625582642.950, lauv-roald, SmartX, 1.134
1625582642.959, lauv-roald, DVL, 0.901
1625582643.358, lauv-roald, DVL, 0.896
1625582643.450, lauv-roald, SmartX, 1.164
1625582643.554, lauv-roald, DVL, 0.899
1625582643.759, lauv-roald, DVL, 0.896
1625582643.950, lauv-roald, SmartX, 1.184
1625582644.153, lauv-roald, DVL, 0.907
1625582644.353, lauv-roald, DVL, 0.922
1625582644.450, lauv-roald, SmartX, 1.194
1625582644.554, lauv-roald, DVL, 0.926
1625582644.950, lauv-roald, SmartX, 1.174
1625582644.959, lauv-roald, DVL, 0.922
1625582645.158, lauv-roald, DVL, 0.929
1625582645.362, lauv-roald, DVL, 0.926
1625582645.450, lauv-roald, SmartX, 1.174
1625582645.756, lauv-roald, DVL, 0.928
1625582645.950, lauv-roald, SmartX, 1.154
1625582645.956, lauv-roald, DVL, 0.922
1625582646.156, lauv-roald, DVL, 0.922
1625582646.450, lauv-roald, SmartX, 1.144
1625582646.554, lauv-roald, DVL, 0.906
1625582646.753, lauv-roald, DVL, 0.910
1625582646.950, lauv-roald, SmartX, 1.164
1625582646.960, lauv-roald, DVL, 0.921
1625582647.354, lauv-roald, DVL, 0.922
1625582647.450, lauv-roald, SmartX, 1.194
1625582647.553, lauv-roald, DVL, 0.923
1625582647.753, lauv-roald, DVL, 0.932
1625582647.950, lauv-roald, SmartX, 1.194
1625582648.159, lauv-roald, DVL, 0.944
1625582648.361, lauv-roald, DVL, 0.938
1625582648.450, lauv-roald, SmartX, 1.194
1625582648.560, lauv-roald, DVL, 0.943
1625582648.950, lauv-roald, SmartX, 1.174
1625582648.957, lauv-roald, DVL, 0.932
1625582649.157, lauv-roald, DVL, 0.946
1625582649.357, lauv-roald, DVL, 0.938
1625582649.450, lauv-roald, SmartX, 1.174
1625582649.759, lauv-roald, DVL, 0.936
1625582649.950, lauv-roald, SmartX, 1.164
1625582649.953, lauv-roald, DVL, 0.928
1625582650.155, lauv-roald, DVL, 0.933
1625582650.450, lauv-roald, SmartX, 1.164
1625582650.563, lauv-roald, DVL, 0.927
1625582650.757, lauv-roald, DVL, 0.921
1625582650.950, lauv-roald, SmartX, 1.174
1625582650.956, lauv-roald, DVL, 0.924
1625582651.357, lauv-roald, DVL, 0.926
1625582651.450, lauv-roald, SmartX, 1.174
1625582651.557, lauv-roald, DVL, 0.919
1625582651.757, lauv-roald, DVL, 0.929
1625582651.950, lauv-roald, SmartX, 1.164
1625582652.157, lauv-roald, DVL, 0.917
1625582652.357, lauv-roald, DVL, 0.918
1625582652.449, lauv-roald, SmartX, 1.154
1625582652.558, lauv-roald, DVL, 0.912
1625582652.950, lauv-roald, SmartX, 1.154
1625582652.955, lauv-roald, DVL, 0.914
1625582653.158, lauv-roald, DVL, 0.912
1625582653.358, lauv-roald, DVL, 0.917
1625582653.450, lauv-roald, SmartX, 1.154
1625582653.758, lauv-roald, DVL, 0.914
1625582653.949, lauv-roald, SmartX, 1.184
1625582653.950, lauv-roald, DVL, 0.916
1625582654.155, lauv-roald, DVL, 0.921
1625582654.450, lauv-roald, SmartX, 1.174
1625582654.553, lauv-roald, DVL, 0.910
1625582654.756, lauv-roald, DVL, 0.929
1625582654.949, lauv-roald, SmartX, 1.174
1625582654.957, lauv-roald, DVL, 0.924
1625582655.355, lauv-roald, DVL, 0.916
1625582655.449, lauv-roald, SmartX, 1.164
1625582655.558, lauv-roald, DVL, 0.917
1625582655.758, lauv-roald, DVL, 0.904
1625582655.949, lauv-roald, SmartX, 1.154
1625582656.156, lauv-roald, DVL, 0.901
1625582656.357, lauv-roald, DVL, 0.904
1625582656.449, lauv-roald, SmartX, 1.134
1625582656.554, lauv-roald, DVL, 0.896
1625582656.949, lauv-roald, SmartX, 1.144
1625582656.952, lauv-roald, DVL, 0.903
1625582657.156, lauv-roald, DVL, 0.898
1625582657.356, lauv-roald, DVL, 0.904
1625582657.449, lauv-roald, SmartX, 1.164
1625582657.752, lauv-roald, DVL, 0.904
1625582657.949, lauv-roald, SmartX, 1.184
1625582657.951, lauv-roald, DVL, 0.900
1625582658.154, lauv-roald, DVL, 0.915
1625582658.449, lauv-roald, SmartX, 1.194
1625582658.553, lauv-roald, DVL, 0.910
1625582658.757, lauv-roald, DVL, 0.921
1625582658.949, lauv-roald, SmartX, 1.174
1625582658.955, lauv-roald, DVL, 0.922
1625582659.353, lauv-roald, DVL, 0.929
1625582659.449, lauv-roald, SmartX, 1.184
1625582659.555, lauv-roald, DVL, 0.931
1625582659.758, lauv-roald, DVL, 0.941
1625582659.949, lauv-roald, SmartX, 1.164
1625582660.154, lauv-roald, DVL, 0.920
1625582660.355, lauv-roald, DVL, 0.926
1625582660.449, lauv-roald, SmartX, 1.154
1625582660.558, lauv-roald, DVL, 0.921
1625582660.949, lauv-roald, SmartX, 1.164
1625582660.954, lauv-roald, DVL, 0.915
1625582661.157, lauv-roald, DVL, 0.916
1625582661.356, lauv-roald, DVL, 0.909
1625582661.449, lauv-roald, SmartX, 1.164
1625582661.753, lauv-roald, DVL, 0.913
1625582661.949, lauv-roald, SmartX, 1.164
1625582661.954, lauv-roald, DVL, 0.911
1625582662.157, lauv-roald, DVL, 0.908
1625582662.449, lauv-roald, SmartX, 1.164
1625582662.559, lauv-roald, DVL, 0.908
1625582662.758, lauv-roald, DVL, 0.916
1625582662.949, lauv-roald, SmartX, 1.164
1625582662.956, lauv-roald, DVL, 0.915
1625582663.356, lauv-roald, DVL, 0.916
1625582663.449, lauv-roald, SmartX, 1.174
1625582663.556, lauv-roald, DVL, 0.926
1625582663.753, lauv-roald, DVL, 0.918
1625582663.949, lauv-roald, SmartX, 1.174
1625582664.153, lauv-roald, DVL, 0.917
1625582664.352, lauv-roald, DVL, 0.926
1625582664.449, lauv-roald, SmartX, 1.164
1625582664.555, lauv-roald, DVL, 0.911
1625582664.949, lauv-roald, SmartX, 1.174
1625582664.957, lauv-roald, DVL, 0.916
1625582665.162, lauv-roald, DVL, 0.915
1625582665.354, lauv-roald, DVL, 0.929
1625582665.449, lauv-roald, SmartX, 1.184
1625582665.755, lauv-roald, DVL, 0.923
1625582665.949, lauv-roald, SmartX, 1.194
1625582665.955, lauv-roald, DVL, 0.926
1625582666.154, lauv-roald, DVL, 0.934
1625582666.449, lauv-roald, SmartX, 1.184
1625582666.554, lauv-roald, DVL, 0.933
